customer_id,total_purchases,avg_order_value,days_since_last_purchase,total_spend,purchase_frequency_monthly,num_categories_bought,num_returns,true_segment
3056,10,119.89,95,834.21,1.14,4,3,At Risk
4490,2,56.68,304,565.18,0.31,2,0,Lost
1405,21,205.91,35,3905.8,2.39,5,1,Loyal
2180,23,299.26,32,3222.29,3.35,6,2,Loyal
698,58,495.5,14,14606.27,4.73,8,1,Champions
1125,18,232.07,34,3056.82,2.84,5,1,Loyal
3362,7,106.62,168,1560.74,0.94,3,1,At Risk
4136,6,36.71,256,125.18,0.15,1,1,Lost
1779,18,180.8,75,4697.84,3.02,5,0,Loyal
2859,16,94.11,148,1261.78,0.93,4,1,At Risk
1038,30,162.91,37,3952.86,2.15,6,1,Loyal
4457,5,74.77,210,566.14,0.46,1,1,Lost
2257,20,139.15,43,2711.39,2.4,5,0,Loyal
314,56,320.12,6,9096.29,6.0,6,1,Champions
2282,19,226.17,47,3600.64,2.87,6,2,Loyal
1417,24,171.77,87,1739.76,2.44,4,0,Loyal
1037,33,212.39,79,2066.89,3.17,5,0,Loyal
2160,17,282.36,27,3427.6,3.25,3,1,Loyal
4164,5,65.88,203,473.0,0.2,1,0,Lost
1755,19,272.69,55,3729.3,2.89,3,0,Loyal
3113,19,102.18,190,1059.4,1.23,4,1,At Risk
2814,16,57.69,128,1907.61,1.09,2,3,At Risk
2699,11,103.81,171,1631.54,0.75,3,2,At Risk
3208,10,140.04,152,1058.41,1.34,4,3,At Risk
4351,4,41.99,252,371.39,0.34,2,0,Lost
3432,7,50.65,179,1452.37,1.18,4,2,At Risk
1507,24,288.24,37,1992.72,2.24,6,2,Loyal
1924,27,283.02,54,3203.82,2.46,5,1,Loyal
449,41,448.65,28,6428.5,4.07,7,1,Champions
4129,6,33.33,291,83.99,0.39,1,0,Lost
2529,13,88.11,113,1411.88,0.51,2,3,At Risk
4970,6,43.07,224,489.03,0.49,1,1,Lost
2790,9,118.62,155,1838.65,0.82,2,3,At Risk
362,56,303.9,7,7702.48,4.36,8,0,Champions
2184,27,280.29,63,4178.04,3.41,5,0,Loyal
1135,20,162.2,75,1724.3,2.69,4,0,Loyal
3881,1,25.88,364,333.79,0.27,1,1,Lost
2156,16,204.09,36,4908.57,3.11,4,2,Loyal
1831,16,142.41,33,3904.28,2.89,5,0,Loyal
1054,32,184.3,87,2519.85,3.49,6,1,Loyal
23,31,486.09,15,7020.16,3.73,9,0,Champions
2067,19,223.91,66,1793.46,2.05,3,0,Loyal
1654,27,110.69,28,3163.96,2.87,6,2,Loyal
2588,9,68.56,192,1408.08,0.59,4,1,At Risk
3211,11,89.21,175,773.1,1.32,4,1,At Risk
4303,5,59.31,212,156.72,0.38,1,1,Lost
4037,7,64.47,278,72.66,0.4,1,0,Lost
2326,25,269.53,38,2563.32,1.56,4,0,Loyal
461,58,341.05,23,5660.1,4.69,6,1,Champions
1068,19,239.57,54,3688.01,3.07,6,0,Loyal
88,33,485.48,25,7792.76,4.99,6,0,Champions
1431,33,199.64,83,4683.11,3.49,6,2,Loyal
2648,14,56.2,198,985.84,0.99,4,2,At Risk
283,52,400.56,14,13456.04,4.79,7,1,Champions
463,43,433.8,13,6109.98,3.41,8,0,Champions
213,31,487.27,4,10720.49,5.99,6,0,Champions
2500,22,286.53,72,2947.16,2.05,5,1,Loyal
1369,32,278.45,28,3608.84,2.56,4,0,Loyal
235,30,553.94,3,8093.73,4.75,8,0,Champions
2771,7,134.24,112,640.38,0.85,4,1,At Risk
598,37,504.98,21,6243.68,5.79,8,1,Champions
4421,6,76.7,352,86.3,0.34,2,0,Lost
2251,34,176.83,74,3377.04,2.97,3,2,Loyal
4032,3,74.13,267,288.92,0.2,2,0,Lost
2284,17,158.53,30,4581.92,1.74,4,2,Loyal
663,57,339.03,14,11741.3,5.73,7,1,Champions
4964,6,54.79,359,122.28,0.21,2,1,Lost
2286,34,168.4,31,2514.08,3.19,5,1,Loyal
4717,4,76.65,321,105.25,0.45,1,0,Lost
3194,6,142.03,104,1223.14,0.74,4,3,At Risk
2504,19,131.91,199,1995.22,0.77,4,2,At Risk
4044,5,30.8,362,201.37,0.34,1,0,Lost
780,33,457.92,18,7824.96,4.97,7,1,Champions
4020,1,65.97,316,537.2,0.3,2,0,Lost
3427,8,58.65,94,506.96,1.24,4,2,At Risk
4307,5,49.54,252,225.86,0.28,1,1,Lost
3197,15,124.21,94,1478.75,0.99,3,1,At Risk
4836,6,36.81,318,150.43,0.3,2,1,Lost
686,42,429.7,22,10465.77,4.98,6,1,Champions
3170,17,130.02,179,752.84,1.31,4,1,At Risk
3927,7,57.39,297,584.72,0.33,2,1,Lost
3435,14,134.81,103,1820.57,0.56,4,1,At Risk
2172,27,191.73,48,4088.26,2.73,3,0,Loyal
3690,6,53.32,103,1106.9,1.36,3,3,At Risk
1851,27,282.32,21,3614.38,2.31,4,0,Loyal
488,56,583.28,14,14789.81,3.59,7,0,Champions
1689,28,182.87,59,2675.9,3.44,5,0,Loyal
2231,24,144.87,42,2503.79,2.88,3,2,Loyal
3265,17,141.82,174,785.53,1.35,3,3,At Risk
2321,28,135.21,78,1994.08,1.57,4,1,Loyal
783,45,318.11,11,14464.57,3.55,6,0,Champions
522,48,443.96,9,13393.38,4.71,7,1,Champions
523,52,488.25,9,5038.2,3.43,6,0,Champions
2838,13,143.58,138,1967.23,0.7,4,3,At Risk
4540,3,45.43,236,253.89,0.12,2,0,Lost
2399,32,153.38,66,2871.45,2.62,5,0,Loyal
2208,31,291.57,27,1685.59,3.27,4,2,Loyal
3478,8,101.5,166,633.28,0.59,3,1,At Risk
3553,9,92.92,185,1413.33,0.68,4,1,At Risk
4088,6,57.35,312,190.3,0.16,2,0,Lost
2823,9,104.39,156,1954.71,1.48,2,3,At Risk
1512,17,124.99,67,4025.77,1.9,3,1,Loyal
1883,34,199.91,22,3948.41,3.18,5,1,Loyal
652,30,390.29,13,8656.81,5.71,9,1,Champions
4931,3,37.55,266,335.78,0.47,2,1,Lost
3090,10,102.37,147,841.64,1.15,4,1,At Risk
370,32,545.23,28,9888.98,5.09,6,1,Champions
4998,7,33.11,245,357.29,0.33,1,0,Lost
119,50,338.27,4,13583.42,5.25,9,0,Champions
3321,15,81.0,174,1696.96,1.25,3,1,At Risk
3035,16,110.95,115,558.0,0.76,2,1,At Risk
2217,21,200.72,25,4388.25,3.42,4,1,Loyal
3543,14,96.47,142,1369.84,1.45,4,2,At Risk
1614,25,251.18,60,3010.78,3.29,3,2,Loyal
3152,11,149.4,93,1165.68,0.79,4,1,At Risk
963,30,559.0,26,9830.4,5.07,9,0,Champions
2511,9,149.09,196,1586.58,1.4,2,3,At Risk
3832,1,69.17,353,596.9,0.37,2,1,Lost
2824,16,123.96,171,1012.0,0.59,4,3,At Risk
4344,4,63.16,246,288.27,0.44,2,1,Lost
3033,19,53.57,185,1446.91,1.17,4,3,At Risk
2416,16,192.39,53,3170.06,3.12,6,2,Loyal
4655,4,24.47,313,438.29,0.13,1,0,Lost
4237,7,42.34,339,484.3,0.47,1,1,Lost
2186,29,273.7,25,2610.74,3.08,3,1,Loyal
3670,10,61.7,97,1263.66,1.16,2,2,At Risk
2038,27,123.98,71,3755.97,2.69,4,2,Loyal
4363,2,63.16,305,328.08,0.33,2,0,Lost
773,34,544.45,26,7824.79,4.84,8,1,Champions
1285,20,137.99,82,2742.48,1.57,5,1,Loyal
4604,4,20.34,296,63.28,0.11,2,0,Lost
4795,2,76.46,216,72.65,0.5,1,0,Lost
1415,32,196.46,78,2036.96,2.26,6,2,Loyal
1235,18,270.94,36,2592.45,2.49,4,2,Loyal
2700,18,58.73,115,984.71,0.81,3,1,At Risk
436,30,519.77,9,13044.37,3.5,7,0,Champions
1675,29,277.51,87,3882.11,3.1,5,0,Loyal
366,32,354.43,29,10804.68,5.83,6,1,Champions
2650,7,136.89,114,1183.04,0.58,2,1,At Risk
232,36,402.62,18,14076.11,4.65,8,1,Champions
4268,5,46.44,223,80.07,0.1,1,0,Lost
4042,1,41.06,349,208.94,0.22,1,0,Lost
4400,7,56.53,351,223.39,0.14,2,0,Lost
408,45,361.93,11,10772.79,5.59,9,1,Champions
2091,28,203.83,24,2448.72,2.53,4,0,Loyal
87,37,445.36,29,13370.41,3.56,9,0,Champions
845,55,417.32,16,10444.97,3.67,8,0,Champions
1032,18,196.77,49,4568.95,1.54,5,0,Loyal
2856,7,63.76,97,1834.39,0.93,4,3,At Risk
4110,4,59.68,320,284.74,0.11,2,0,Lost
4397,1,56.61,220,82.95,0.13,1,1,Lost
3894,1,53.73,288,68.81,0.42,2,1,Lost
2659,10,105.09,93,774.94,0.95,2,2,At Risk
856,49,350.93,11,12590.05,3.3,8,1,Champions
79,58,576.26,3,6262.65,3.32,8,1,Champions
2248,31,269.19,41,2839.77,1.6,3,2,Loyal
4571,4,47.12,256,540.99,0.32,1,1,Lost
3657,13,127.92,128,1153.74,1.16,2,3,At Risk
4152,2,74.25,333,69.38,0.19,1,0,Lost
3379,11,112.99,118,977.98,1.27,4,1,At Risk
2280,28,264.31,26,1668.95,1.77,4,1,Loyal
2599,13,126.13,119,1284.06,0.78,4,3,At Risk
4160,4,61.92,257,160.01,0.27,1,0,Lost
3871,4,78.94,302,262.41,0.34,1,0,Lost
3429,11,87.43,102,1070.43,1.06,3,1,At Risk
2177,30,296.75,78,4557.16,2.75,3,2,Loyal
425,35,480.95,29,10104.32,5.45,9,1,Champions
393,47,377.37,13,13770.91,4.72,7,1,Champions
4727,5,78.18,323,282.01,0.41,2,0,Lost
3694,11,75.28,190,1645.01,1.39,2,3,At Risk
105,45,396.62,28,10604.41,3.98,9,1,Champions
3995,1,65.68,317,241.2,0.45,2,1,Lost
4413,3,21.44,267,292.1,0.31,1,0,Lost
1949,32,168.63,85,4705.75,2.3,4,1,Loyal
1460,23,128.57,26,4980.84,2.52,4,0,Loyal
3258,12,89.5,177,1655.62,0.53,2,3,At Risk
2804,12,59.29,90,605.24,0.58,2,1,At Risk
2707,7,133.69,178,637.02,0.77,3,3,At Risk
4790,7,30.03,267,308.41,0.27,2,1,Lost
1588,30,161.28,59,1778.8,2.23,4,0,Loyal
3660,18,59.57,189,1271.35,0.76,4,3,At Risk
1732,25,133.35,72,2950.08,3.44,3,1,Loyal
4765,5,48.98,327,128.65,0.46,2,0,Lost
4225,4,40.06,338,232.69,0.24,2,1,Lost
3682,5,87.11,149,1586.31,1.15,2,1,At Risk
1792,33,103.89,25,4253.33,2.61,6,2,Loyal
2356,31,284.41,63,4393.25,2.52,3,0,Loyal
1941,24,294.68,77,3118.72,3.18,3,0,Loyal
703,31,355.66,20,14811.44,3.2,7,0,Champions
2443,21,121.93,66,2397.42,3.36,3,1,Loyal
4376,7,69.16,245,101.81,0.28,1,1,Lost
497,51,336.17,19,11247.84,3.98,8,0,Champions
465,32,462.57,5,14476.88,4.52,6,0,Champions
4072,2,33.71,305,80.64,0.23,2,0,Lost
4334,7,66.27,281,549.87,0.18,2,1,Lost
173,32,504.45,25,11019.23,4.52,8,1,Champions
4944,6,33.86,364,81.75,0.17,1,1,Lost
4797,4,79.62,281,518.06,0.47,2,0,Lost
2541,18,61.98,137,816.88,0.66,3,3,At Risk
3263,9,98.86,133,1028.42,1.22,4,2,At Risk
4681,5,32.52,208,202.6,0.1,2,0,Lost
2261,19,274.98,87,2538.17,2.54,4,2,Loyal
2113,19,217.86,52,3095.53,3.45,3,1,Loyal
901,50,511.4,25,13626.4,5.61,8,1,Champions
1447,31,103.46,51,3972.29,3.13,4,1,Loyal
3574,10,98.99,190,807.62,0.91,4,1,At Risk
742,54,342.75,17,9808.9,4.14,7,1,Champions
2294,21,159.61,70,1558.83,2.68,3,1,Loyal
2453,30,177.03,74,1884.24,3.15,6,1,Loyal
2623,19,55.26,173,1054.04,1.24,3,3,At Risk
4079,3,68.42,228,92.53,0.34,2,0,Lost
1207,32,198.48,73,3474.44,2.0,5,2,Loyal
510,55,369.89,8,7842.74,4.12,8,1,Champions
2621,7,55.6,139,1758.52,1.27,3,2,At Risk
2803,18,96.79,135,1335.97,1.32,4,2,At Risk
3314,17,134.48,153,710.51,0.6,3,3,At Risk
1550,31,157.98,55,3701.9,3.36,6,1,Loyal
4564,6,67.51,222,153.17,0.34,2,1,Lost
2203,29,116.21,23,3442.26,2.45,3,0,Loyal
2567,13,133.61,194,532.96,1.42,3,3,At Risk
3893,3,43.12,320,471.74,0.18,1,0,Lost
2045,24,262.68,63,4617.89,2.27,4,0,Loyal
768,48,512.72,14,7208.53,4.06,7,0,Champions
4873,6,46.43,212,595.48,0.17,1,0,Lost
3739,11,106.07,187,1482.77,0.54,2,2,At Risk
422,51,349.89,9,5624.58,4.01,6,0,Champions
124,57,406.83,27,5180.07,3.54,8,0,Champions
4163,1,40.48,342,298.34,0.44,2,1,Lost
2629,7,139.45,95,793.23,1.39,3,2,At Risk
820,58,570.21,9,8041.99,4.72,7,1,Champions
1404,15,203.4,62,2222.56,3.43,3,2,Loyal
1383,23,177.61,70,2682.81,2.58,5,2,Loyal
2149,33,277.57,51,1781.18,3.05,3,2,Loyal
1576,19,201.63,86,3807.83,1.96,5,0,Loyal
1639,19,119.77,58,3578.13,3.48,3,1,Loyal
1796,19,111.66,40,2768.51,3.36,3,2,Loyal
4816,4,31.43,243,72.46,0.48,2,0,Lost
400,58,305.52,18,10887.32,3.1,9,0,Champions
2311,32,288.8,39,4071.48,2.83,5,1,Loyal
883,45,580.16,14,6630.35,4.63,7,1,Champions
4974,5,40.73,232,540.92,0.17,2,0,Lost
2898,5,129.33,112,835.14,0.73,2,1,At Risk
1353,15,285.96,58,4881.35,2.83,3,1,Loyal
2743,9,101.91,127,1327.72,1.18,4,2,At Risk
4551,1,78.93,231,176.97,0.35,1,0,Lost
2131,21,186.76,75,4084.69,3.06,4,0,Loyal
983,50,578.11,26,11100.07,5.03,8,1,Champions
457,57,477.07,17,9876.28,3.46,9,0,Champions
4120,4,72.56,240,138.3,0.32,2,0,Lost
1080,17,141.81,55,3370.35,2.53,6,1,Loyal
1951,22,114.63,25,1536.84,2.09,3,1,Loyal
4315,1,36.75,312,340.34,0.31,2,0,Lost
690,58,419.28,6,9455.42,4.97,9,1,Champions
2430,20,118.4,69,1698.47,1.6,4,1,Loyal
642,39,528.31,25,12474.44,3.45,9,1,Champions
2393,16,294.86,67,2166.34,1.92,6,2,Loyal
1954,26,277.52,72,3752.33,3.08,6,1,Loyal
2749,12,126.02,138,1471.33,1.22,2,1,At Risk
4314,5,45.07,332,262.65,0.13,2,1,Lost
3436,9,103.5,158,1774.61,1.45,2,3,At Risk
3337,15,106.52,132,1530.76,1.23,4,2,At Risk
4767,6,68.73,301,406.38,0.46,1,1,Lost
3371,11,104.8,134,1625.25,0.55,4,3,At Risk
1885,20,222.2,72,3292.11,3.02,4,1,Loyal
390,32,380.6,7,6248.21,4.47,9,1,Champions
2495,19,145.96,59,3992.41,3.11,5,1,Loyal
3879,7,68.92,354,171.8,0.14,2,1,Lost
3857,2,57.45,269,298.83,0.28,1,0,Lost
846,48,590.82,22,12093.21,3.92,6,0,Champions
543,44,584.99,15,12038.57,3.46,9,1,Champions
92,51,311.0,7,8053.11,3.33,8,0,Champions
3890,5,62.2,255,258.16,0.2,1,1,Lost
1980,15,257.13,62,4457.79,2.07,6,2,Loyal
2813,16,66.05,191,1502.73,1.31,2,2,At Risk
4083,3,48.2,308,370.16,0.33,2,0,Lost
2903,5,108.0,108,1384.61,0.85,3,1,At Risk
2530,8,127.76,166,1073.67,0.55,3,2,At Risk
1677,30,182.73,66,4353.22,1.73,4,1,Loyal
1049,22,274.3,73,2364.37,2.66,3,1,Loyal
1961,33,255.91,42,3021.81,2.67,4,0,Loyal
2531,13,99.27,133,1981.18,1.11,3,1,At Risk
3993,5,23.05,253,539.58,0.26,1,0,Lost
238,59,539.19,15,13211.98,5.41,6,0,Champions
3098,6,92.37,197,1440.94,0.94,2,3,At Risk
3489,7,116.02,179,519.47,1.37,4,2,At Risk
1134,29,125.12,66,2692.29,3.39,4,1,Loyal
1806,32,218.03,76,4450.33,1.95,6,2,Loyal
4318,1,33.37,314,247.34,0.42,1,1,Lost
164,53,459.78,4,11692.0,4.82,8,0,Champions
3493,11,89.83,186,1311.49,0.71,4,1,At Risk
4710,1,32.87,255,77.09,0.49,2,1,Lost
4631,1,37.0,249,530.56,0.45,2,1,Lost
3454,17,54.85,175,1090.03,0.84,4,2,At Risk
3200,5,121.63,175,1457.21,1.5,4,3,At Risk
3635,17,57.13,156,1273.39,0.96,3,1,At Risk
3940,2,48.57,201,254.23,0.22,1,0,Lost
1812,21,251.2,72,3528.23,2.34,3,2,Loyal
3650,18,83.97,173,942.44,0.91,4,2,At Risk
4050,6,73.98,246,90.05,0.42,1,1,Lost
1429,20,145.46,66,1692.63,1.52,4,1,Loyal
3614,8,90.91,109,1941.11,1.06,4,2,At Risk
3132,19,136.58,136,539.08,0.82,2,2,At Risk
3397,16,131.51,138,708.96,0.86,3,2,At Risk
4461,4,20.24,264,438.09,0.21,2,1,Lost
4650,3,47.69,282,327.22,0.29,1,0,Lost
2821,18,56.93,95,1481.52,0.56,2,2,At Risk
1453,21,183.33,56,3148.22,2.24,6,2,Loyal
594,59,517.03,13,5146.93,5.32,7,0,Champions
42,57,447.63,8,6622.33,5.42,9,1,Champions
561,44,355.93,12,9577.0,6.0,8,1,Champions
3274,12,63.64,125,1580.08,0.97,4,3,At Risk
3245,13,119.92,95,1576.49,1.23,2,1,At Risk
244,36,508.18,12,11037.95,3.51,8,0,Champions
1340,18,161.14,29,3556.29,3.49,5,0,Loyal
2781,11,91.99,144,711.97,0.99,4,3,At Risk
3188,7,90.71,125,1260.32,1.36,2,3,At Risk
3800,1,31.52,272,542.64,0.33,1,1,Lost
1443,33,249.15,69,2914.77,3.22,5,0,Loyal
262,46,509.0,15,11360.96,3.64,9,1,Champions
2765,11,69.61,174,922.48,0.78,3,3,At Risk
1690,15,122.48,70,2040.73,2.14,5,2,Loyal
1726,34,169.22,27,4279.21,2.77,4,1,Loyal
4793,7,64.53,217,272.58,0.22,2,1,Lost
835,33,354.29,22,6816.14,3.8,7,1,Champions
1867,32,278.24,88,2228.38,2.21,6,2,Loyal
2497,29,226.11,79,3780.21,2.25,5,0,Loyal
2011,32,292.37,40,3062.0,1.66,4,2,Loyal
341,47,497.68,14,13884.04,4.76,6,0,Champions
2989,12,84.25,146,1152.04,0.59,3,2,At Risk
1602,20,115.02,52,4379.23,3.02,3,0,Loyal
3876,3,33.25,214,368.88,0.48,2,1,Lost
4695,7,33.43,248,81.31,0.18,1,1,Lost
481,43,470.38,24,14292.28,5.59,8,0,Champions
2826,5,89.21,127,1777.3,0.61,4,3,At Risk
4330,3,54.55,310,359.78,0.27,1,1,Lost
3541,10,60.85,179,1182.5,1.22,3,1,At Risk
4639,5,70.44,332,172.78,0.32,1,0,Lost
3047,7,61.03,171,1041.0,1.41,2,3,At Risk
3991,7,26.53,282,61.54,0.2,2,0,Lost
1767,21,257.0,70,4254.25,3.27,5,2,Loyal
4474,5,74.26,270,491.68,0.37,2,1,Lost
2454,27,168.31,39,3505.6,1.81,4,1,Loyal
2878,5,93.17,180,701.99,1.47,3,3,At Risk
3816,1,32.48,222,84.75,0.39,2,1,Lost
4017,6,34.08,331,480.98,0.24,2,0,Lost
4678,3,64.48,302,335.77,0.47,2,1,Lost
3680,7,105.08,93,1918.48,1.37,3,3,At Risk
1272,26,196.74,36,2850.34,1.99,4,2,Loyal
3078,7,54.73,110,1897.82,0.58,2,3,At Risk
4502,6,39.36,357,137.26,0.16,1,0,Lost
3095,19,101.39,141,1140.43,1.09,4,3,At Risk
4654,3,62.81,212,182.82,0.26,1,1,Lost
348,45,539.97,4,8855.12,3.69,7,1,Champions
3882,6,73.72,364,328.72,0.4,1,0,Lost
4624,4,36.18,337,321.92,0.3,1,0,Lost
2563,18,104.24,105,939.71,0.66,4,2,At Risk
4591,3,39.76,318,245.11,0.46,2,0,Lost
1424,33,181.28,25,4044.02,2.44,4,0,Loyal
657,45,486.27,10,12813.22,3.64,9,0,Champions
2103,27,268.27,39,4226.83,3.43,3,2,Loyal
633,50,386.11,5,12831.98,5.5,8,0,Champions
2893,19,84.41,91,618.84,0.87,2,3,At Risk
2494,22,284.75,38,3293.66,1.99,6,0,Loyal
2666,6,93.98,154,1850.94,1.16,4,3,At Risk
4016,5,67.17,227,353.8,0.11,1,1,Lost
3663,9,132.59,120,764.05,1.17,3,2,At Risk
3308,14,86.51,147,1753.39,0.99,4,2,At Risk
3097,9,117.35,159,1947.5,1.3,3,3,At Risk
3920,2,55.45,311,375.92,0.17,1,0,Lost
2501,15,58.97,116,1879.9,0.95,2,1,At Risk
1466,17,276.44,67,2464.45,2.26,3,2,Loyal
2834,16,142.1,177,755.12,0.52,3,1,At Risk
116,42,476.05,8,12399.04,5.03,8,1,Champions
1822,30,299.65,34,3542.02,2.88,3,0,Loyal
1495,17,261.36,81,3600.89,2.5,4,0,Loyal
2402,22,215.93,24,2701.97,1.64,4,2,Loyal
1233,21,106.09,49,4445.31,2.58,6,2,Loyal
2662,17,74.41,156,1699.27,1.25,4,1,At Risk
4101,1,42.28,270,147.44,0.23,2,0,Lost
4574,6,54.06,247,576.06,0.42,1,0,Lost
1154,25,115.11,46,4962.15,1.71,4,1,Loyal
3849,7,33.21,237,356.76,0.21,2,0,Lost
58,36,569.04,18,9592.65,5.69,7,0,Champions
4105,4,50.77,295,410.2,0.19,2,1,Lost
4289,3,47.27,346,562.03,0.41,1,0,Lost
4946,4,29.16,291,589.71,0.19,1,1,Lost
1736,15,107.29,74,2702.36,3.2,5,1,Loyal
2197,18,128.03,52,3068.26,2.7,5,2,Loyal
3554,5,139.73,164,1726.97,1.05,3,2,At Risk
2476,23,233.94,22,2517.77,2.41,3,1,Loyal
2565,7,119.75,115,842.47,1.26,2,2,At Risk
3159,15,76.08,94,1342.78,0.65,3,1,At Risk
4035,3,21.33,339,318.38,0.14,1,0,Lost
3656,6,97.16,107,1689.21,0.58,3,2,At Risk
708,55,528.31,29,5730.82,4.6,9,1,Champions
4281,7,66.15,214,530.94,0.17,1,0,Lost
1094,21,235.49,51,2657.78,2.98,4,0,Loyal
4840,3,79.6,304,214.41,0.35,1,1,Lost
1377,22,129.96,87,2878.96,2.12,4,0,Loyal
4914,4,23.39,218,50.8,0.29,1,0,Lost
73,49,507.12,21,11209.29,3.07,6,0,Champions
1923,32,116.55,57,2718.11,2.14,4,2,Loyal
3174,5,107.38,91,1288.93,1.18,3,2,At Risk
1765,32,115.67,84,4834.33,3.43,3,1,Loyal
744,38,485.45,1,6185.03,5.47,7,1,Champions
4319,5,70.35,329,444.24,0.37,2,1,Lost
1006,22,128.32,59,3604.76,3.0,4,1,Loyal
2669,19,110.97,142,844.1,0.65,2,3,At Risk
1191,22,143.94,87,2160.17,2.32,3,1,Loyal
4632,2,55.51,209,219.85,0.23,2,0,Lost
2602,14,132.94,180,1687.81,1.02,2,3,At Risk
1126,15,204.54,40,3839.71,1.89,6,2,Loyal
1242,27,194.34,21,3956.0,2.37,5,1,Loyal
4607,5,68.55,237,396.85,0.26,2,1,Lost
4131,6,67.6,349,462.48,0.15,1,0,Lost
3443,18,115.58,101,633.76,1.41,3,3,At Risk
999,39,336.57,25,5153.95,4.82,7,1,Champions
3387,12,58.25,173,1126.24,1.35,3,1,At Risk
2685,18,101.42,191,872.48,1.01,4,1,At Risk
1578,27,298.41,74,3846.12,3.43,4,2,Loyal
4791,4,35.17,268,210.3,0.43,2,1,Lost
1827,21,232.82,34,2015.94,3.43,6,0,Loyal
3293,5,82.22,187,1574.73,1.09,3,1,At Risk
4990,3,42.73,265,591.4,0.13,1,1,Lost
3537,7,82.39,128,719.76,0.74,3,3,At Risk
441,57,315.43,29,14978.21,4.32,7,0,Champions
4952,3,24.56,232,121.27,0.43,1,0,Lost
1101,24,134.73,60,2268.67,3.5,4,2,Loyal
4011,4,47.56,357,585.69,0.49,1,1,Lost
3059,7,126.17,195,1683.16,0.81,2,2,At Risk
650,48,506.37,9,14627.68,5.26,9,1,Champions
1547,31,203.52,31,1561.01,1.61,3,0,Loyal
4757,1,38.33,299,517.94,0.35,2,1,Lost
3561,9,64.33,189,1927.6,1.11,2,2,At Risk
3887,4,52.71,273,215.14,0.46,2,1,Lost
3742,10,123.08,100,742.06,0.75,4,2,At Risk
631,55,452.24,1,5235.95,3.78,8,0,Champions
673,58,599.14,23,5078.42,5.2,7,0,Champions
1250,15,271.67,25,4419.44,2.79,5,1,Loyal
483,47,310.18,5,14061.11,4.61,6,1,Champions
1585,19,140.13,72,3513.23,1.5,5,1,Loyal
3075,15,99.32,147,1859.44,1.42,3,3,At Risk
4628,3,22.47,350,508.72,0.34,2,0,Lost
3039,19,96.83,121,1422.76,1.19,2,2,At Risk
1463,20,227.86,48,3909.31,2.98,3,2,Loyal
3930,4,60.16,281,59.28,0.35,1,0,Lost
3622,12,57.81,101,1264.4,1.35,2,3,At Risk
2579,8,105.3,102,1394.29,1.07,2,1,At Risk
3802,4,25.71,221,258.58,0.37,1,0,Lost
50,48,322.76,18,6874.12,4.56,6,0,Champions
4290,5,74.0,236,476.24,0.16,1,0,Lost
3345,19,122.47,115,1292.35,1.34,2,2,At Risk
859,58,548.67,26,10088.91,4.81,9,0,Champions
1073,23,129.76,75,4443.66,1.59,5,0,Loyal
720,33,360.16,2,9769.0,3.15,9,1,Champions
3718,18,64.1,176,1345.66,1.15,4,3,At Risk
2632,10,111.35,96,1809.65,1.49,4,1,At Risk
4874,5,36.46,309,392.7,0.2,2,1,Lost
1661,25,218.6,72,1542.44,3.15,5,2,Loyal
1657,16,213.87,43,4587.58,2.77,4,1,Loyal
2426,32,168.04,84,1562.56,3.22,3,1,Loyal
3525,9,85.28,134,875.99,1.27,2,2,At Risk
4230,7,40.76,255,598.63,0.11,1,1,Lost
4975,2,46.08,230,473.02,0.18,2,0,Lost
3310,6,102.95,146,1013.04,1.34,4,2,At Risk
4477,7,23.92,275,586.95,0.31,2,1,Lost
3306,8,142.03,192,1734.07,0.54,4,1,At Risk
4752,5,58.81,212,516.77,0.15,2,1,Lost
4127,1,51.68,299,84.9,0.45,2,1,Lost
2607,15,80.25,125,1677.82,1.27,4,2,At Risk
1386,22,114.57,81,2369.64,2.69,6,0,Loyal
3836,4,40.09,227,522.65,0.45,2,0,Lost
1400,34,152.21,71,3213.56,1.95,6,0,Loyal
1196,31,250.75,48,1742.88,3.13,4,1,Loyal
1409,26,141.56,60,2382.94,2.99,6,1,Loyal
3825,7,41.37,284,127.72,0.12,1,0,Lost
1799,18,214.22,44,2121.5,2.79,4,1,Loyal
1476,28,135.12,54,2067.82,2.74,3,1,Loyal
4966,5,36.25,314,362.93,0.2,2,0,Lost
36,41,418.96,10,14841.1,5.2,7,1,Champions
3542,16,92.84,178,1979.4,0.75,4,1,At Risk
2346,22,174.58,31,2655.39,2.03,3,2,Loyal
4679,3,27.85,330,572.71,0.44,1,1,Lost
2360,28,278.79,45,4536.45,2.89,6,2,Loyal
2207,25,262.63,48,3715.5,1.81,4,1,Loyal
3768,6,54.41,300,540.45,0.17,2,1,Lost
1287,15,123.34,82,3856.21,3.35,4,1,Loyal
350,45,495.82,7,10414.08,5.78,8,1,Champions
2138,34,138.6,68,1662.9,1.82,5,0,Loyal
2692,7,139.58,166,726.52,0.64,2,2,At Risk
4561,7,73.01,211,53.9,0.46,2,0,Lost
3968,5,52.15,217,368.01,0.16,2,0,Lost
1682,21,293.79,60,4663.93,1.87,6,1,Loyal
4835,3,59.29,272,528.83,0.19,2,0,Lost
1444,17,107.03,56,3073.19,3.41,5,1,Loyal
3244,9,108.63,179,1092.59,1.41,3,1,At Risk
